Invoice #,Invoice date,Payer,Referral #,Materials,Labor,Subtotal,Sales Tax,Gross Sales
452-5047657,2025-09-16,Cash Job,,132.76,381.88,514.64,10.36,525
452-5047456,2025-09-16,PROGRESSIVE,232353,664.1,108,772.1,51.8,823.9
452-5047437,2025-09-16,Cash Job,,92,245.82,337.82,7.18,345
452-5047426,2025-09-16,PROGRESSIVE,259125,710.58,204.6,915.18,55.43,970.61
452-5047389,2025-09-16,PROGRESSIVE,269772,399.14,235.6,634.74,31.13,665.87
452-5045596,2025-09-16,Cash Job,,89.56,168.45,258.01,6.99,265
452-5044765,2025-09-16,STATE FARM,228343,703.86,440.6,1144.46,54.9,1199.36
452-5044744,2025-09-16,Cash Job,,59.15,158.24,217.39,4.61,222
452-5043523,2025-09-16,STATE FARM,224492,568.66,518.6,1087.26,44.35,1131.61
452-4994012,2025-09-16,Cash Job,,152.88,125.19,278.07,11.93,290
452-5052462,2025-09-17,Cash Job,,122.95,135.46,258.41,9.59,268
452-5052145,2025-09-17,GEICO,309554,278.33,92,370.33,21.71,392.04
452-5051999,2025-09-17,GEICO,209914,351.24,192,543.24,27.4,570.64
452-5051873,2025-09-17,Cash Job,,92.77,344.99,437.76,7.24,445
452-5051859,2025-09-17,Cash Job,,96.6,395.87,492.47,7.53,500
452-5050947,2025-09-17,PROGRESSIVE,301885,490.04,428,918.04,38.22,956.26
452-5050941,2025-09-17,GEICO,288633,491.58,208,699.58,38.35,737.93
452-5050412,2025-09-17,PROGRESSIVE,298356,829.1,609.92,1439.02,64.67,1503.69
452-5049160,2025-09-17,GEICO,208965,622.67,624,1246.67,48.57,1295.24
452-5048770,2025-09-17,Cash Job,,191.95,392.08,584.03,14.97,599
452-5048530,2025-09-17,STATE FARM,273260,838.4,596.6,1435,65.4,1500.4
452-5032933,2025-09-17,PROGRESSIVE,113756,871.75,596.6,1468.35,68,1536.35
452-5007092,2025-09-17,GEICO,757758,899.85,650,1549.85,70.19,1620.04
452-5055600,2025-09-18,PROGRESSIVE,341863,621.84,192.2,814.04,48.5,862.54
452-5055336,2025-09-18,Cash Job,,77,236.99,313.99,6.01,320
452-5055217,2025-09-18,GEICO,338505,556.47,379,935.47,43.41,978.88
452-5055142,2025-09-18,ALLSTATE,329104,603.42,150.5,753.92,47.07,800.99
452-5055114,2025-09-18,PROGRESSIVE,331713,882.01,221.57,1103.58,68.8,1172.38
452-5054106,2025-09-18,Cash Job,,100.5,266.66,367.16,7.84,375
452-5053954,2025-09-18,STATE FARM,327684,485.28,481.79,967.07,37.85,1004.92
452-5053939,2025-09-18,GEICO,311904,393.32,96,489.32,30.68,520
452-5053833,2025-09-18,STATE FARM,322924,595.27,211.6,806.87,46.44,853.31
452-5053824,2025-09-18,PROGRESSIVE,316628,414.25,205.58,619.83,32.32,652.15
452-5049975,2025-09-18,ALLSTATE,271944,641.75,394.5,1036.25,50.06,1086.31
452-5049939,2025-09-18,Cash Job,,238.86,302.51,541.37,18.63,560
452-5049929,2025-09-18,Cash Job,,76.8,277.21,354.01,5.99,360
452-5049922,2025-09-18,Cash Job,,196.96,302.68,499.64,15.36,515
452-5049891,2025-09-18,Cash Job,,361.28,385.54,746.82,28.18,775
452-5049176,2025-09-18,Cash Job,,407.44,459.78,867.22,31.78,899
452-5048557,2025-09-18,CONNECT BY AM FAM,271993,534.07,218.3,752.37,41.66,794.03
452-5047511,2025-09-18,PROGRESSIVE,269167,637.62,161.21,798.83,49.73,848.56
452-5058399,2025-09-19,PROGRESSIVE,344319,938.48,1115.48,2053.96,73.21,2127.17
452-5056421,2025-09-19,STATE FARM,346976,574.31,481.79,1056.1,44.79,1100.89
452-5055922,2025-09-19,GEICO,302439,443.51,464,907.51,34.6,942.11
452-5055208,2025-09-19,Cash Job,,124.34,185.96,310.3,9.7,320
452-5054186,2025-09-19,Cash Job,,51.6,339.38,390.98,4.02,395
452-5048579,2025-09-19,STATE FARM,273208,556.07,276,832.07,43.37,875.44
452-5047521,2025-09-19,PROGRESSIVE,226994,740.85,469.73,1210.58,57.79,1268.37
452-5047486,2025-09-19,PROGRESSIVE,270730,473.49,470.68,944.17,36.93,981.1
452-5059938,2025-09-21,PROGRESSIVE,384157,778.88,771.98,1550.86,60.76,1611.62
452-5059623,2025-09-21,ALLSTATE,374313,349.94,84,433.94,27.3,461.24
452-5059615,2025-09-21,USAA,376178,294.77,172,466.77,22.99,489.76
452-5059613,2025-09-21,GEICO,437055,425.01,228,653.01,33.15,686.16
452-5056602,2025-09-21,Cash Job,,64.96,228.97,293.93,5.07,299
452-5063072,2025-09-22,TRAVELERS,418736,296.62,417.5,714.12,23.14,737.26
452-5062877,2025-09-22,Cash Job,,74.64,194.54,269.18,5.82,275
452-5062855,2025-09-22,HIROAD INSURANCE,423023,220.36,115,335.36,17.19,352.55
452-5062771,2025-09-22,Cash Job,,73.24,246.05,319.29,5.71,325
1091-5062756,2025-09-22,SONIA MORA,,0,0,0,0,0
452-5062580,2025-09-22,Cash Job,,71.58,247.84,319.42,5.58,325
452-5062396,2025-09-22,GEICO,402559,435.93,440,875.93,34,909.93
452-5062388,2025-09-22,GEICO,419565,421.35,448,869.35,32.86,902.21
452-5061136,2025-09-22,Cash Job,,61.84,257.34,319.18,4.82,324
452-5061129,2025-09-22,Cash Job,,185.58,398.94,584.52,14.48,599
452-5061126,2025-09-22,Cash Job,,46.88,199.46,246.34,3.66,250
452-5060841,2025-09-22,Cash Job,,0,250,250,0,250
452-5059761,2025-09-22,USAA,347536,515.96,402,917.96,40.25,958.21
452-5049070,2025-09-22,GEICO,270695,493.6,184,677.6,38.51,716.11
452-5023463,2025-09-22,GEICO,872721,0,0,0,0,0
452-5066454,2025-09-23,PROGRESSIVE,431364,745.92,760.3,1506.22,58.18,1564.4
452-5064916,2025-09-23,GEICO,440897,419.66,116,535.66,32.73,568.39
452-5064914,2025-09-23,Cash Job,,0,80,80,0,80
452-5064544,2025-09-23,Cash Job,,48.46,222.76,271.22,3.78,275
452-5064164,2025-09-23,Cash Job,,192.86,122.1,314.96,15.04,330
452-5050228,2025-09-23,Cash Job,,193.84,234.88,428.72,15.12,443.84
452-5043460,2025-09-23,FARMERS,187820,985.32,513.15,1498.47,76.86,1575.33
1091-5069303,2025-09-24,AUTO GLASS 2020 LLC,,0,800,800,0,800
452-5069194,2025-09-24,GEICO,751385,397.21,399,796.21,30.98,827.19
452-5068768,2025-09-24,PROGRESSIVE,471423,515.53,588.51,1104.04,40.21,1144.25
452-5068767,2025-09-24,STATE FARM,470944,333.35,133.4,466.75,26,492.75
452-5067776,2025-09-24,BRISTOL WEST,468064,418.95,107.54,526.49,32.68,559.17
452-5067751,2025-09-24,Cash Job,,158.08,409.59,567.67,12.33,580
452-5067089,2025-09-24,GEICO,457915,552.64,431,983.64,43.11,1026.75
452-5067075,2025-09-24,Cash Job,,116.4,294.52,410.92,9.08,420
452-5066944,2025-09-24,USAA,845781,402.99,188,590.99,31.44,622.43
452-5059923,2025-09-24,NATIONAL GENERAL INSURANCE,046648,543.04,908.5,1451.54,42.36,1493.9
452-5059756,2025-09-24,AUTO OWNERS ,342452,188.8,125,313.8,14.73,328.53
452-5059649,2025-09-24,LIBERTY MUTUAL,372834,518.31,147,665.31,40.43,705.74
452-5041709,2025-09-24,USAA,202412,527.45,116,643.45,41.14,684.59
1091-5072982,2025-09-25,ROB NELSON,,0,0,0,0,0
452-5072891,2025-09-25,Safeway,4073401,362.69,100,462.69,28.29,490.98
452-5072686,2025-09-25,Cash Job,,57.28,237.25,294.53,4.47,299
452-5072386,2025-09-25,Cash Job,,170.56,144.14,314.7,13.3,328
452-5071866,2025-09-25,Cash Job,,0,80,80,0,80
452-5070704,2025-09-25,Mercury ,659793539,515.24,430,945.24,40.19,985.43
452-5068827,2025-09-25,PROGRESSIVE,469146,595.76,1318.85,1914.61,46.47,1961.08
452-5067017,2025-09-25,FARMERS,368545,352.43,160.95,513.38,27.48,540.86
452-5066040,2025-09-25,ALLSTATE,389743,434.06,468.5,902.56,33.86,936.42
452-4988683,2025-09-25,STATE FARM,572792,1986.76,500.2,2486.96,154.97,2641.93
452-5076130,2025-09-26,Cash Job,,184.86,450.72,635.58,14.42,650
452-5075737,2025-09-26,USAA,515253,318,124,442,24.8,466.8
452-5075710,2025-09-26,STATE FARM,536311,306.47,124.2,430.67,23.9,454.57
1091-5075645,2025-09-26,AUTO GLASS 2020 LLC,,0,800,800,0,800
452-5075220,2025-09-26,STATE FARM,525534,323.62,105.8,429.42,25.24,454.66
452-5075198,2025-09-26,GEICO,520646,593.32,379,972.32,46.28,1018.6
452-5074748,2025-09-26,Cash Job,,80.07,188.68,268.75,6.25,275
452-5072182,2025-09-26,PROGRESSIVE,496855,574.73,1127.8,1702.53,44.83,1747.36
452-5071827,2025-09-26,ALLSTATE,495827,725.08,419,1144.08,56.56,1200.64
452-5070926,2025-09-26,WEST BEND INSURANCE ,497272,500.12,948,1448.12,39.01,1487.13
452-5068845,2025-09-26,STATE FARM,457905,388.01,532.4,920.41,30.27,950.68
452-5068820,2025-09-26,GEICO,380958,650.28,168,818.28,50.72,869
452-5067315,2025-09-26,ALLSTATE,441149,292.69,133,425.69,22.83,448.52
452-5067284,2025-09-26,STATE FARM,438488,460.54,422.2,882.74,35.92,918.66
452-4981818,2025-09-26,NATIONAL GENERAL INSURANCE,250675025,3260.4,1050,4310.4,0,4310.4
452-5077155,2025-09-28,Cash Job,,51.52,304.46,355.98,4.02,360
452-5077038,2025-09-28,Cash Job,,180.18,105.77,285.95,14.05,300
452-5077014,2025-09-28,AAA,550185,252.07,98,350.07,19.66,369.73
452-5077007,2025-09-28,Cash Job,,273.59,330.07,603.66,21.34,625
452-5076723,2025-09-28,GEICO,547580,277.44,108,385.44,21.64,407.08
452-5076454,2025-09-28,STATE FARM,440153,321.02,151.79,472.81,25.04,497.85
452-5076441,2025-09-28,Cash Job,,119,201.72,320.72,9.28,330
452-5075654,2025-09-28,Cash Job,,57.6,236.91,294.51,4.49,299
452-5075206,2025-09-28,PROGRESSIVE,533744,616.5,229.39,845.89,48.09,893.98
452-5074865,2025-09-28,PROGRESSIVE,532009,602.73,192.21,794.94,47.01,841.95
452-5073779,2025-09-28,GEICO,520348,106.73,88,194.73,8.32,203.05
452-5073767,2025-09-28,GEICO,520073,327.34,408,735.34,25.53,760.87
452-5069250,2025-09-28,Cash Job,,391.04,478.46,869.5,30.5,900
1091-5080246,2025-09-29,AUTO GLASS 2020 LLC,,0,800,800,0,800
452-5079930,2025-09-29,Cash Job,,60,220.32,280.32,4.68,285
452-5079328,2025-09-29,The General ,524974,376.7,421,797.7,29.38,827.08
452-5079159,2025-09-29,GEICO,560729,606.65,403,1009.65,47.32,1056.97
452-5079087,2025-09-29,AAA,554861,178.17,80.5,258.67,13.9,272.57
452-5079038,2025-09-29,Cash Job,,137.27,392.02,529.29,10.71,540
452-5078636,2025-09-29,USAA,569200,578.92,430,1008.92,45.16,1054.08
452-5077693,2025-09-29,Cash Job,,71.58,247.84,319.42,5.58,325
452-5077688,2025-09-29,PROGRESSIVE,561085,748.24,180,928.24,58.37,986.61
452-5077685,2025-09-29,Cash Job,,42,239.72,281.72,3.28,285
452-5077680,2025-09-29,PROGRESSIVE,570807,420.75,119.61,540.36,32.82,573.18
452-5077386,2025-09-29,Cash Job,,193.74,390.15,583.89,15.11,599
452-5075223,2025-09-29,Cash Job,,167.55,104.38,271.93,13.07,285
452-5075211,2025-09-29,Cash Job,,108.27,178.29,286.56,8.44,295
452-5072788,2025-09-29,Cash Job,,172.96,138.55,311.51,13.49,325
452-5066997,2025-09-29,STATE FARM,394890,938.3,509.4,1447.7,73.19,1520.89
452-5083612,2025-09-30,Cash Job,,360.81,18.19,379,0,379
452-5083584,2025-09-30,Cash Job,,167.6,297.4,465,0,465
452-5083551,2025-09-30,Cash Job,,68.82,206.18,275,0,275
452-5083055,2025-09-30,Cash Job,,45.52,235.93,281.45,3.55,285
452-5082925,2025-09-30,Cash Job,,225.95,454.05,680,0,680
452-5082655,2025-09-30,GEICO,561282,538.61,572,1110.61,42.01,1152.62
452-5082566,2025-09-30,STATE FARM,618427,729.19,468.2,1197.39,56.88,1254.27
452-5082039,2025-09-30,GEICO,611671,297.91,112,409.91,23.24,433.15
452-5081318,2025-09-30,PROGRESSIVE,601614,716.65,698,1414.65,55.9,1470.55
452-5079045,2025-09-30,Cash Job,,193.14,486.8,679.94,15.06,695
452-5079027,2025-09-30,Cash Job,,78.48,265.4,343.88,6.12,350
452-5077689,2025-09-30,USAA,565489,343.15,216,559.15,26.77,585.92
452-5086407,2025-10-01,Cash Job,,188.11,306.89,495,0,495
452-5085617,2025-10-01,GEICO,636483,353.31,480,833.31,27.56,860.87
452-5084559,2025-10-01,USAA,630726,530.36,432,962.36,41.37,1003.73
452-5084557,2025-10-01,ALLSTATE,590499,500.28,150.5,650.78,39.02,689.8
452-5084530,2025-10-01,SAFECO,591792,460.83,126,586.83,35.95,622.78
452-5084523,2025-10-01,PROGRESSIVE,590195,503.08,140,643.08,0,643.08
452-5083313,2025-10-01,TRAVELERS,604387,558.5,450.25,1008.75,43.57,1052.32
452-5083155,2025-10-01,SAFECO,594799,539.04,400,939.04,42.05,981.09
452-5081306,2025-10-01,PROGRESSIVE,508107,803.94,1296.72,2100.66,62.71,2163.37
452-5081300,2025-10-01,Cash Job,,0,80,80,0,80
452-5080691,2025-10-01,USAA,584561,269.99,112,381.99,21.06,403.05
452-5073951,2025-10-01,Country Financial ,520122,465.51,463.4,928.91,36.31,965.22
452-5073380,2025-10-01,GEICO,517724,378.31,480,858.31,29.51,887.82
452-5090203,2025-10-02,LIBERTY MUTUAL,676480,540.88,386,926.88,42.19,969.07
452-5088921,2025-10-02,Cash Job,,143,432,575,0,575
452-5088567,2025-10-02,PROGRESSIVE,645485,257.38,155,412.38,20.07,432.45
452-5088549,2025-10-02,STATE FARM,672656,489.7,426.8,916.5,38.2,954.7
452-5087585,2025-10-02,STATE FARM,659857,244.49,188.6,433.09,19.07,452.16
452-5087577,2025-10-02,STATEFARM,662052,849.62,399.2,1248.82,66.26,1315.08
452-5087561,2025-10-02,Cash Job,,147.36,452.64,600,0,600
452-5087553,2025-10-02,Cash Job,,93.37,199.35,292.72,7.28,300
452-5087552,2025-10-02,Common Wealth,CAZ 0069729,287.35,112,399.35,0,399.35
452-5087550,2025-10-02,Cash Job,,64.23,210.77,275,0,275
452-5087533,2025-10-02,STATE FARM,643744,528.67,156.4,685.07,41.23,726.3
452-5087517,2025-10-02,Cash Job,,132.05,147.95,280,0,280
452-5086830,2025-10-02,ALLSTATE,646776,602.71,636,1238.71,47.01,1285.72
452-5086790,2025-10-02,LIBERTY MUTUAL,646873,524.97,594,1118.97,40.94,1159.91
452-5086784,2025-10-02,Cash Job,,95.63,209.37,305,0,305
452-5086759,2025-10-02,PROGRESSIVE,568346,500.01,254.21,754.22,39,793.22
452-5086200,2025-10-02,PROGRESSIVE,649204,552.89,1099.77,1652.66,43.13,1695.79
452-5085824,2025-10-02,TREXIS,897051,385.62,314.5,700.12,0,700.12
452-5091871,2025-10-03,USAA,689001,461.93,204,665.93,36.03,701.96
452-5091845,2025-10-03,Cash Job,,56.7,253.3,310,0,310
452-5091727,2025-10-03,PROGRESSIVE,702873,332.18,161.2,493.38,25.91,519.29
452-5091439,2025-10-03,Cash Job,,48.4,236.6,285,0,285
452-5090426,2025-10-03,PROGRESSIVE,689492,344.49,187.62,532.11,26.87,558.98
452-5090115,2025-10-03,Cash Job,,401.48,348.52,750,0,750
452-5090099,2025-10-03,PROGRESSIVE,682626,551.06,146.28,697.34,42.98,740.32
452-5090080,2025-10-03,AAA,013246,594.81,661,1255.81,46.4,1302.21
452-5089090,2025-10-03,Cash Job,,504.4,370.6,875,0,875
452-5089069,2025-10-03,STATE FARM,677777,429.52,142.6,572.12,33.51,605.63
452-5089056,2025-10-03,STATE FARM,677426,407.66,147.2,554.86,31.79,586.65
452-5088819,2025-10-03,Cash Job,,277.01,222.99,500,0,500
452-5088743,2025-10-03,Cash Job,,112.21,482.79,595,0,595
452-5088305,2025-10-03,USAA,621600,266.78,116,382.78,20.81,403.59
452-5087689,2025-10-03,ALLSTATE,626339,354.1,454.5,808.6,27.62,836.22
452-5087541,2025-10-03,Cash Job,,58.35,226.65,285,0,285
452-5077029,2025-10-03,PROGRESSIVE,550124,847.6,562.19,1409.79,66.12,1475.91
452-5075202,2025-10-03,Cash Job,,0,40,40,0,40
452-5093498,2025-10-05,Cash Job,,130.37,169.63,300,0,300
452-5093406,2025-10-05,Cash Job,,102.38,217.62,320,0,320
452-5093404,2025-10-05,Cash Job,,68.12,211.88,280,0,280
452-5093387,2025-10-05,Cash Job,,39.74,235.26,275,0,275
452-5093046,2025-10-05,GEICO,713373,279.94,128,407.94,21.84,429.78
452-5092885,2025-10-05,GEICO,683820,313.9,136,449.9,24.48,474.38
452-5092867,2025-10-05,ALLSTATE,712353,692.37,636,1328.37,54,1382.37
452-5092847,2025-10-05,ALLSTATE,712147,363.4,433.5,796.9,28.35,825.25
452-5092841,2025-10-05,PROGRESSIVE,713543,826.39,574.57,1400.96,64.46,1465.42
452-5092578,2025-10-05,Cash Job,,106.64,243.36,350,0,350
452-5092318,2025-10-05,Cash Job,,360.08,284.92,645,0,645
452-5092301,2025-10-05,STATE FARM,707510,559.03,514,1073.03,43.6,1116.63
452-5089123,2025-10-05,Cash Job,,286.2,208.8,495,0,495
452-5088615,2025-10-05,STATE FARM,672267,500.37,449.79,950.16,39.02,989.18
452-5088317,2025-10-05,Cash Job,,75.53,209.47,285,0,285
452-5069230,2025-10-05,TESLA,CL-46-93KKP4-1,1144.73,1300,2444.73,89.29,2534.02
452-5095883,2025-10-06,Cash Job,,114,281,395,0,395
452-5095681,2025-10-06,LIBERTY MUTUAL,607168,345.59,461.5,807.09,26.96,834.05
452-5095638,2025-10-06,Cash Job,,136.1,358.9,495,0,495
452-5095635,2025-10-06,Cash Job,,145.49,179.51,325,0,325
452-5095632,2025-10-06,STATE FARM,749547,415.99,170.2,586.19,32.44,618.63
1091-5094431,2025-10-06,AUTO GLASS 2020 LLC,,0,800,800,0,800
452-5094055,2025-10-06,Cash Job,,160.29,188.71,349,0,349
452-5094051,2025-10-06,Cash Job,,71.58,253.42,325,0,325
452-5093787,2025-10-06,Cash Job,,0,80,80,0,80
452-5093697,2025-10-06,STATE FARM,722397,220.36,115,335.36,17.19,352.55
452-5093696,2025-10-06,Cash Job,,0,80,80,0,80
452-5092433,2025-10-06,NATIONAL GRANGE ,347222,581.39,161,742.39,45.35,787.74
452-5092409,2025-10-06,PROGRESSIVE,636247,668.31,229.4,897.71,52.13,949.84
452-5091132,2025-10-06,SAFECO,682059,249.61,87.5,337.11,19.46,356.57
452-5088261,2025-10-06,Cash Job,,283.13,265.87,549,0,549
452-5038299,2025-10-06,PROGRESSIVE,25-711126152,294,650,944,22.93,966.93
452-5098662,2025-10-07,Cash Job,,0,80,80,0,80
452-5098505,2025-10-07,Cash Job,,40.48,239.52,280,0,280
452-5097650,2025-10-07,Cash Job,,184.2,314.8,499,0,499
452-5097619,2025-10-07,STATE FARM,771891,265.47,115,380.47,20.7,401.17
452-5097516,2025-10-07,GEICO,767483,238.26,160,398.26,18.59,416.85
452-5097481,2025-10-07,Cash Job,,384,365,749,0,749
452-5097474,2025-10-07,STATE FARM,767531,291.77,128.79,420.56,22.76,443.32
452-5097469,2025-10-07,Cash Job,,43.8,186.2,230,0,230
452-5097458,2025-10-07,GEICO,769206,296.62,395,691.62,23.14,714.76
452-5097447,2025-10-07,GEICO,766674,680.9,471,1151.9,53.11,1205.01
452-5097306,2025-10-07,Cash Job,,104.52,225.48,330,0,330
452-5097251,2025-10-07,Cash Job,,207.9,367.1,575,0,575
452-5097238,2025-10-07,GEICO,766800,278.33,92,370.33,21.71,392.04
452-5097195,2025-10-07,AMERICAN FAMILY,725932,461.7,114.7,576.4,36.01,612.41
452-5097121,2025-10-07,USAA,731325,488.23,610,1098.23,38.08,1136.31
452-5097083,2025-10-07,Cash Job,,51.29,178.71,230,0,230
452-5094066,2025-10-07,SAFECO,736389,260.66,115.5,376.16,20.33,396.49
452-5093699,2025-10-07,Cash Job,,149.54,180.46,330,0,330
452-5092287,2025-10-07,Cash Job,,0,200,200,0,200
452-5087591,2025-10-07,TESLA,CL-2-92JCW5-1,951.45,1300,2251.45,0,2251.45
452-5103159,2025-10-08,Cash Job,,136.56,153.44,290,0,290
452-5102487,2025-10-08,Cash Job,,107.73,342.27,450,0,450
452-5102036,2025-10-08,Cash Job,,208.82,90.18,299,0,299
452-5100643,2025-10-08,STATE FARM,799593,446.12,184,630.12,34.79,664.91
452-5100349,2025-10-08,USAA,761258,425.37,152,577.37,33.18,610.55
452-5100329,2025-10-08,Cash Job,,112.4,482.6,595,0,595
452-5100327,2025-10-08,STATE FARM,790889,321.02,151.79,472.81,25.04,497.85
452-5100294,2025-10-08,STATE FARM,786950,323.62,105.8,429.42,25.24,454.66
452-5100288,2025-10-08,Cash Job,,187,412,599,0,599
452-5099184,2025-10-08,STATE FARM,786017,624.39,527.8,1152.19,48.71,1200.9
452-5093502,2025-10-08,NATIONAL GENERAL INSURANCE,WAITING TO CLEAR,533.3,929.5,1462.8,0,1462.8
452-5091756,2025-10-08,Cash Job,,114.56,174.44,289,0,289
452-5105380,2025-10-09,FARMERS,828958,352.43,165.79,518.22,27.48,545.7
452-5105210,2025-10-09,FARMERS,829010,424.35,470.27,894.62,33.1,927.72
452-5104885,2025-10-09,PROGRESSIVE,827237,947.33,1167.97,2115.3,73.9,2189.2
452-5104782,2025-10-09,Cash Job,,60.14,224.86,285,0,285
452-5104549,2025-10-09,STATE FARM,828087,471.02,257.6,728.62,36.74,765.36
452-5103652,2025-10-09,GEICO,824799,387.66,160,547.66,30.24,577.9
452-5103635,2025-10-09,Cash Job,,381.9,408.1,790,0,790
452-5103464,2025-10-09,STATE FARM,824966,621.76,536.79,1158.55,48.49,1207.04
452-5103259,2025-10-09,STATE FARM,821435,343.96,394.6,738.56,26.83,765.39
452-5102898,2025-10-09,Cash Job,,150.49,218.51,369,0,369
452-5102519,2025-10-09,STATE FARM,808857,327.97,138,465.97,25.58,491.55
452-5092360,2025-10-09,GEICO,703132,646.54,428,1074.54,50.43,1124.97
452-5107805,2025-10-10,Cash Job,,42.31,232.69,275,0,275
452-5107602,2025-10-10,Country Financial ,768193,820.56,602,1422.56,64.01,1486.57
452-5107529 (SUP),2025-10-10,TRAVELERS,257928,64.65,0,64.65,0,64.65
452-5107325,2025-10-10,PROGRESSIVE,848903,629.89,568.37,1198.26,49.14,1247.4
452-5106348,2025-10-10,PROGRESSIVE,828315,716.65,698,1414.65,55.9,1470.55
452-5106338,2025-10-10,Cash Job,,42.64,202.36,245,0,245
452-5106336,2025-10-10,PROGRESSIVE,850124,549.22,162.18,711.4,42.84,754.24
452-5105675,2025-10-10,Cash Job,,62,218,280,0,280
452-5105265,2025-10-10,PROGRESSIVE,828507,786.98,648.4,1435.38,61.38,1496.76
452-5105221,2025-10-10,Cash Job,,104.79,175.21,280,0,280
452-5104900,2025-10-10,Cash Job,,134,213,347,0,347
452-5102998,2025-10-10,PROGRESSIVE,817746,669.76,679.4,1349.16,52.25,1401.41
452-5100372,2025-10-10,PROGRESSIVE,792179,672.24,165.65,837.89,52.43,890.32
452-5100358,2025-10-10,Cash Job,,164.8,286.2,451,0,451
452-5093750,2025-10-10,Cash Job,,127.34,151.66,279,0,279
452-5109581,2025-10-12,Cash Job,,44.53,224.47,269,0,269
452-5109479,2025-10-12,Cash Job,,94.17,185.83,280,0,280
452-5109407,2025-10-12,Cash Job,,159.93,90.07,250,0,250
452-5109072,2025-10-12,STATE FARM,879002,212.54,105.8,318.34,16.58,334.92
452-5108278,2025-10-12,Cash Job,,121.87,217.13,339,0,339
452-5105244,2025-10-12,Cash Job,,111.3,238.7,350,0,350
452-5111724,2025-10-13,SAFECO,867322,285.68,101.5,387.18,22.28,409.46
452-5111361,2025-10-13,STATE FARM,012996,476.46,431.4,907.86,37.16,945.02
452-5111232,2025-10-13,Cash Job,,75.45,224.55,300,0,300
452-5110769,2025-10-13,Cash Job,,72.27,252.73,325,0,325
1091-5110579,2025-10-13,AUTO GLASS 2020 LLC,,0,500,500,0,500
452-5109832,2025-10-13,Cash Job,,232.54,417.46,650,0,650
452-5109661,2025-10-13,STATE FARM,876281,634.47,243.8,878.27,49.49,927.76
452-5109476,2025-10-13,USAA,883553,740.81,344,1084.81,57.79,1142.6
452-5104908,2025-10-13,CENTRAL MUTUAL ,836732,546.54,139,685.54,42.63,728.17
452-5100374,2025-10-13,GEICO,819777,504.14,140,644.14,39.33,683.47
452-5100298,2025-10-13,AMERICAN FAMILY,790525,504.38,501.7,1006.08,39.34,1045.42
452-5092566,2025-10-13,AAA,472552,701.58,661,1362.58,54.72,1417.3
1091-5116545,2025-10-14,Jesus Cantua,,0,800,800,0,800
452-5115233 (SUP),2025-10-14,SAFECO,750462,0,320,320,0,320
452-5114728,2025-10-14,SAFECO,770382,203.19,119,322.19,15.85,338.04
452-5114671,2025-10-14,Cash Job,,60.19,224.81,285,0,285
452-5114104,2025-10-14,AAA,038444,807.2,461.5,1268.7,62.97,1331.67
452-5114045,2025-10-14,Cash Job,,60.01,169.99,230,0,230
452-5113993,2025-10-14,SAFECO,018474,462.52,477.5,940.02,36.07,976.09
452-5113973,2025-10-14,Cash Job,,72.42,247.58,320,0,320
452-5113242,2025-10-14,Cash Job,,119.97,180.03,300,0,300
452-5112973,2025-10-14,ALLSTATE,010765,607.87,415.5,1023.37,47.42,1070.79
452-5112953,2025-10-14,STATE FARM,889681,525.86,239.2,765.06,41.03,806.09
452-5111913,2025-10-14,Main Street America,854102,292.03,122.1,414.13,22.78,436.91
452-5111825,2025-10-14,STATE FARM,014293,710.41,124.2,834.61,55.41,890.02
452-5111158,2025-10-14,GEICO,008264,593.68,520,1113.68,46.31,1159.99
452-5109727,2025-10-14,Cash Job,,99.54,180.46,280,0,280
452-5104803,2025-10-14,AMERICAN HALLMARK ,811606,329.33,904,1233.33,25.69,1259.02
452-5117265,2025-10-15,PROGRESSIVE,063635,792.1,627.65,1419.75,61.78,1481.53
452-5117241,2025-10-15,USAA,046319,475.83,108,583.83,37.11,620.94
452-5116307,2025-10-15,Cash Job,,71.47,228.53,300,0,300
452-5116289,2025-10-15,STATE FARM,056925,603.5,491,1094.5,47.07,1141.57
452-5116186,2025-10-15,GEICO,055761,318.36,424,742.36,24.83,767.19
452-5116181,2025-10-15,Michigan Farm Bureau,659897768,0,65,65,0,65
452-5116108,2025-10-15,AUTO OWNERS ,028567,553.3,125,678.3,43.15,721.45
452-5115662,2025-10-15,Cash Job,,99.67,195.33,295,0,295
452-5115554,2025-10-15,WESTERN GENERAL ,659892928,0,50,50,0,50
452-5115478,2025-10-15,Cash Job,,193.5,405.5,599,0,599
452-5115468,2025-10-15,GEICO,596268,0,0,0,0,0
452-5114827,2025-10-15,FARMERS,010300,438.81,470.76,909.57,34.23,943.8
452-5114414,2025-10-15,PROGRESSIVE,040558,416.65,132,548.65,32.49,581.14
452-5113016,2025-10-15,PROGRESSIVE,026528,344.49,172.44,516.93,26.87,543.8
452-5091222,2025-10-15,STATE FARM,689800,477.12,105.8,582.92,37.21,620.13
452-5121322 (SUP),2025-10-16,GEICO,717055,775.26,0,775.26,0,775.26
452-5121120,2025-10-16,GEICO,096968,546.84,427,973.84,42.65,1016.49
452-5121076,2025-10-16,Cash Job,,132.58,452.42,585,0,585
452-5121058,2025-10-16,Cash Job,,260,300,560,0,560
452-5120670,2025-10-16,Cash Job,,105.44,219.56,325,0,325
